"Area","MTU","Biomass - Actual Aggregated [MW]","Energy storage - Actual Aggregated [MW]","Fossil Brown coal/Lignite - Actual Aggregated [MW]","Fossil Coal-derived gas - Actual Aggregated [MW]","Fossil Gas - Actual Aggregated [MW]","Fossil Hard coal - Actual Aggregated [MW]","Fossil Oil - Actual Aggregated [MW]","Fossil Oil shale - Actual Aggregated [MW]","Fossil Peat - Actual Aggregated [MW]","Geothermal - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Consumption [MW]","Hydro Run-of-river and poundage - Actual Aggregated [MW]","Hydro Water Reservoir - Actual Aggregated [MW]","Marine - Actual Aggregated [MW]","Nuclear - Actual Aggregated [MW]","Other - Actual Aggregated [MW]","Other renewable - Actual Aggregated [MW]","Solar - Actual Aggregated [MW]","Waste - Actual Aggregated [MW]","Wind Offshore - Actual Aggregated [MW]","Wind Onshore - Actual Aggregated [MW]"
"Italy (IT)","15.10.2015 03:00 - 15.10.2015 04:00 (CET/CEST)","294","n/e","n/e","0","4472","1043","N/A","n/e","n/e","673","0","438","3890","N/A","n/e","n/e","N/A","n/e","0","33","n/e","2336"
"Italy (IT)","15.10.2015 04:00 - 15.10.2015 05:00 (CET/CEST)","299","n/e","n/e","0","4432","939","N/A","n/e","n/e","676","0","597","3881","N/A","n/e","n/e","N/A","n/e","0","34","n/e","2324"
"Italy (IT)","15.10.2015 05:00 - 15.10.2015 06:00 (CET/CEST)","300","n/e","n/e","0","5051","1070","N/A","n/e","n/e","677","0","689","3925","N/A","n/e","n/e","N/A","n/e","0","31","n/e","2233"
"Italy (IT)","15.10.2015 06:00 - 15.10.2015 07:00 (CET/CEST)","297","n/e","n/e","3","5978","1308","N/A","n/e","n/e","678","302","4","4489","N/A","n/e","n/e","N/A","n/e","0","32","n/e","2507"
"Italy (IT)","15.10.2015 07:00 - 15.10.2015 08:00 (CET/CEST)","296","n/e","n/e","1","7502","1347","N/A","n/e","n/e","679","386","3","4913","N/A","n/e","n/e","N/A","n/e","40","31","n/e","2324"
"Italy (IT)","15.10.2015 08:00 - 15.10.2015 09:00 (CET/CEST)","295","n/e","n/e","5","8389","1336","N/A","n/e","n/e","678","640","3","5377","N/A","n/e","n/e","N/A","n/e","606","30","n/e","2027"
"Italy (IT)","15.10.2015 09:00 - 15.10.2015 10:00 (CET/CEST)","284","n/e","n/e","23","8788","1236","N/A","n/e","n/e","665","657","4","5493","N/A","n/e","n/e","N/A","n/e","1937","33","n/e","1971"
"Italy (IT)","15.10.2015 10:00 - 15.10.2015 11:00 (CET/CEST)","296","n/e","n/e","22","8386","1195","N/A","n/e","n/e","653","655","78","5404","N/A","n/e","n/e","N/A","n/e","3299","33","n/e","2286"
"Italy (IT)","15.10.2015 11:00 - 15.10.2015 12:00 (CET/CEST)","302","n/e","n/e","9","8317","1202","N/A","n/e","n/e","681","621","154","5344","N/A","n/e","n/e","N/A","n/e","4716","36","n/e","2704"
"Italy (IT)","15.10.2015 12:00 - 15.10.2015 13:00 (CET/CEST)","299","n/e","n/e","7","7989","1194","N/A","n/e","n/e","680","334","299","4789","N/A","n/e","n/e","N/A","n/e","5736","36","n/e","2947"
"Italy (IT)","15.10.2015 13:00 - 15.10.2015 14:00 (CET/CEST)","297","n/e","n/e","10","7655","1258","N/A","n/e","n/e","671","152","335","4603","N/A","n/e","n/e","N/A","n/e","5443","36","n/e","3017"
"Italy (IT)","15.10.2015 14:00 - 15.10.2015 15:00 (CET/CEST)","300","n/e","n/e","19","7583","1082","N/A","n/e","n/e","671","283","527","4648","N/A","n/e","n/e","N/A","n/e","4731","39","n/e","3077"
"Italy (IT)","15.10.2015 15:00 - 15.10.2015 16:00 (CET/CEST)","280","n/e","n/e","2","7450","1036","N/A","n/e","n/e","681","306","295","4923","N/A","n/e","n/e","N/A","n/e","4488","39","n/e","2704"
"Italy (IT)","15.10.2015 16:00 - 15.10.2015 17:00 (CET/CEST)","282","n/e","n/e","0","7944","984","N/A","n/e","n/e","681","304","184","5177","N/A","n/e","n/e","N/A","n/e","2919","38","n/e","2326"
"Italy (IT)","15.10.2015 17:00 - 15.10.2015 18:00 (CET/CEST)","295","n/e","n/e","0","9281","1104","N/A","n/e","n/e","682","285","73","5396","N/A","n/e","n/e","N/A","n/e","1015","41","n/e","2192"
"Italy (IT)","15.10.2015 18:00 - 15.10.2015 19:00 (CET/CEST)","289","n/e","n/e","0","9869","1124","N/A","n/e","n/e","682","449","6","5726","N/A","n/e","n/e","N/A","n/e","30","45","n/e","2052"
"Italy (IT)","15.10.2015 19:00 - 15.10.2015 20:00 (CET/CEST)","297","n/e","n/e","8","10260","1125","N/A","n/e","n/e","682","851","50","6167","N/A","n/e","n/e","N/A","n/e","0","45","n/e","2117"
"Italy (IT)","15.10.2015 20:00 - 15.10.2015 21:00 (CET/CEST)","310","n/e","n/e","16","9765","1126","N/A","n/e","n/e","682","859","58","5828","N/A","n/e","n/e","N/A","n/e","0","45","n/e","2171"
"Italy (IT)","15.10.2015 21:00 - 15.10.2015 22:00 (CET/CEST)","298","n/e","n/e","5","8429","1122","N/A","n/e","n/e","681","730","58","5587","N/A","n/e","n/e","N/A","n/e","0","49","n/e","2119"
"Italy (IT)","15.10.2015 22:00 - 15.10.2015 23:00 (CET/CEST)","299","n/e","n/e","2","7301","1128","N/A","n/e","n/e","680","350","19","4898","N/A","n/e","n/e","N/A","n/e","0","53","n/e","2089"
"Italy (IT)","15.10.2015 23:00 - 16.10.2015 00:00 (CET/CEST)","297","n/e","n/e","0","6543","1125","N/A","n/e","n/e","683","163","48","4639","N/A","n/e","n/e","N/A","n/e","0","53","n/e","2160"
"Italy (IT)","16.10.2015 00:00 - 16.10.2015 01:00 (CET/CEST)","272","n/e","n/e","0","6096","1002","N/A","n/e","n/e","684","21","590","4263","N/A","n/e","n/e","N/A","n/e","0","53","n/e","2116"
"Italy (IT)","16.10.2015 01:00 - 16.10.2015 02:00 (CET/CEST)","283","n/e","n/e","0","5660","644","N/A","n/e","n/e","684","0","578","4100","N/A","n/e","n/e","N/A","n/e","0","53","n/e","1873"
"Italy (IT)","16.10.2015 02:00 - 16.10.2015 03:00 (CET/CEST)","289","n/e","n/e","0","5020","885","N/A","n/e","n/e","684","0","728","4008","N/A","n/e","n/e","N/A","n/e","0","53","n/e","1563"
"Italy (IT)","16.10.2015 03:00 - 16.10.2015 04:00 (CET/CEST)","297","n/e","n/e","7","4306","996","N/A","n/e","n/e","683","0","982","3869","N/A","n/e","n/e","N/A","n/e","0","51","n/e","1336"
"Italy (IT)","16.10.2015 04:00 - 16.10.2015 05:00 (CET/CEST)","288","n/e","n/e","0","4428","937","N/A","n/e","n/e","682","0","1084","3860","N/A","n/e","n/e","N/A","n/e","0","50","n/e","1331"
"Italy (IT)","16.10.2015 05:00 - 16.10.2015 06:00 (CET/CEST)","288","n/e","n/e","0","5205","1187","N/A","n/e","n/e","681","0","680","4125","N/A","n/e","n/e","N/A","n/e","0","49","n/e","1247"
"Italy (IT)","16.10.2015 06:00 - 16.10.2015 07:00 (CET/CEST)","268","n/e","n/e","0","6182","1289","N/A","n/e","n/e","683","0","253","4397","N/A","n/e","n/e","N/A","n/e","0","47","n/e","1545"
"Italy (IT)","16.10.2015 07:00 - 16.10.2015 08:00 (CET/CEST)","266","n/e","n/e","0","8253","1211","N/A","n/e","n/e","683","336","97","5261","N/A","n/e","n/e","N/A","n/e","47","46","n/e","1637"
"Italy (IT)","16.10.2015 08:00 - 16.10.2015 09:00 (CET/CEST)","286","n/e","n/e","3","9003","1197","N/A","n/e","n/e","682","759","67","5710","N/A","n/e","n/e","N/A","n/e","996","45","n/e","1650"
"Italy (IT)","16.10.2015 09:00 - 16.10.2015 10:00 (CET/CEST)","276","n/e","n/e","53","9451","1185","N/A","n/e","n/e","681","629","67","5663","N/A","n/e","n/e","N/A","n/e","3289","42","n/e","1235"
"Italy (IT)","16.10.2015 10:00 - 16.10.2015 11:00 (CET/CEST)","272","n/e","n/e","76","8929","1171","N/A","n/e","n/e","679","506","193","5582","N/A","n/e","n/e","N/A","n/e","4686","43","n/e","1082"
"Italy (IT)","16.10.2015 11:00 - 16.10.2015 12:00 (CET/CEST)","276","n/e","n/e","0","8566","1102","N/A","n/e","n/e","680","527","247","5490","N/A","n/e","n/e","N/A","n/e","5874","37","n/e","1201"
"Italy (IT)","16.10.2015 12:00 - 16.10.2015 13:00 (CET/CEST)","289","n/e","n/e","16","7904","1008","N/A","n/e","n/e","679","379","611","5156","N/A","n/e","n/e","N/A","n/e","6275","39","n/e","1441"
"Italy (IT)","16.10.2015 13:00 - 16.10.2015 14:00 (CET/CEST)","301","n/e","n/e","0","7584","860","N/A","n/e","n/e","679","340","412","4930","N/A","n/e","n/e","N/A","n/e","6235","42","n/e","1750"
"Italy (IT)","16.10.2015 14:00 - 16.10.2015 15:00 (CET/CEST)","306","n/e","n/e","0","7933","829","N/A","n/e","n/e","679","206","306","5068","N/A","n/e","n/e","N/A","n/e","5613","42","n/e","1860"
"Italy (IT)","16.10.2015 15:00 - 16.10.2015 16:00 (CET/CEST)","311","n/e","n/e","0","7630","879","N/A","n/e","n/e","679","543","166","5034","N/A","n/e","n/e","N/A","n/e","4682","41","n/e","1712"
"Italy (IT)","16.10.2015 16:00 - 16.10.2015 17:00 (CET/CEST)","311","n/e","n/e","0","8188","1136","N/A","n/e","n/e","682","421","146","5122","N/A","n/e","n/e","N/A","n/e","3376","40","n/e","1624"
"Italy (IT)","16.10.2015 17:00 - 16.10.2015 18:00 (CET/CEST)","310","n/e","n/e","0","9449","1194","N/A","n/e","n/e","673","497","52","5406","N/A","n/e","n/e","N/A","n/e","1194","42","n/e","1407"
"Italy (IT)","16.10.2015 18:00 - 16.10.2015 19:00 (CET/CEST)","311","n/e","n/e","0","10108","1361","N/A","n/e","n/e","668","658","","5873","N/A","n/e","n/e","N/A","n/e","24","42","n/e","1094"
"Italy (IT)","16.10.2015 19:00 - 16.10.2015 20:00 (CET/CEST)","307","n/e","n/e","0","10431","1389","N/A","n/e","n/e","667","1266","","6193","N/A","n/e","n/e","N/A","n/e","0","41","n/e","924"
"Italy (IT)","16.10.2015 20:00 - 16.10.2015 21:00 (CET/CEST)","311","n/e","n/e","0","10192","1388","N/A","n/e","n/e","669","1034","","5589","N/A","n/e","n/e","N/A","n/e","0","37","n/e","808"
"Italy (IT)","16.10.2015 21:00 - 16.10.2015 22:00 (CET/CEST)","314","n/e","n/e","0","8644","1396","N/A","n/e","n/e","668","904","","5295","N/A","n/e","n/e","N/A","n/e","0","38","n/e","804"
"Italy (IT)","16.10.2015 22:00 - 16.10.2015 23:00 (CET/CEST)","312","n/e","n/e","0","8035","1400","N/A","n/e","n/e","669","532","","5086","N/A","n/e","n/e","N/A","n/e","0","38","n/e","762"
"Italy (IT)","16.10.2015 23:00 - 17.10.2015 00:00 (CET/CEST)","310","n/e","n/e","0","7127","1370","N/A","n/e","n/e","665","332","2","4739","N/A","n/e","n/e","N/A","n/e","0","43","n/e","828"
"Italy (IT)","17.10.2015 00:00 - 17.10.2015 01:00 (CET/CEST)","315","n/e","n/e","0","5355","1356","N/A","n/e","n/e","664","65","1","4090","N/A","n/e","n/e","N/A","n/e","0","39","n/e","763"
"Italy (IT)","17.10.2015 01:00 - 17.10.2015 02:00 (CET/CEST)","315","n/e","n/e","0","4200","1344","N/A","n/e","n/e","664","20","1","3857","N/A","n/e","n/e","N/A","n/e","0","42","n/e","646"
"Italy (IT)","17.10.2015 02:00 - 17.10.2015 03:00 (CET/CEST)","317","n/e","n/e","0","4020","1317","N/A","n/e","n/e","664","24","128","3726","N/A","n/e","n/e","N/A","n/e","0","41","n/e","570"
"Italy (IT)","17.10.2015 03:00 - 17.10.2015 04:00 (CET/CEST)","314","n/e","n/e","0","3621","1114","N/A","n/e","n/e","664","0","722","3659","N/A","n/e","n/e","N/A","n/e","0","42","n/e","589"
"Italy (IT)","17.10.2015 04:00 - 17.10.2015 05:00 (CET/CEST)","323","n/e","n/e","0","3523","1121","N/A","n/e","n/e","665","0","959","3648","N/A","n/e","n/e","N/A","n/e","0","41","n/e","720"
"Italy (IT)","17.10.2015 05:00 - 17.10.2015 06:00 (CET/CEST)","317","n/e","n/e","0","3512","1153","N/A","n/e","n/e","665","0","797","3690","N/A","n/e","n/e","N/A","n/e","0","42","n/e","631"
"Italy (IT)","17.10.2015 06:00 - 17.10.2015 07:00 (CET/CEST)","316","n/e","n/e","0","4045","1314","N/A","n/e","n/e","665","20","252","3877","N/A","n/e","n/e","N/A","n/e","0","40","n/e","647"
"Italy (IT)","17.10.2015 07:00 - 17.10.2015 08:00 (CET/CEST)","314","n/e","n/e","0","4358","1369","N/A","n/e","n/e","680","297","","4124","N/A","n/e","n/e","N/A","n/e","68","39","n/e","653"
"Italy (IT)","17.10.2015 08:00 - 17.10.2015 09:00 (CET/CEST)","315","n/e","n/e","0","3980","1392","N/A","n/e","n/e","682","559","","5002","N/A","n/e","n/e","N/A","n/e","1506","40","n/e","557"
"Italy (IT)","17.10.2015 09:00 - 17.10.2015 10:00 (CET/CEST)","311","n/e","n/e","0","3664","1391","N/A","n/e","n/e","681","306","2","5166","N/A","n/e","n/e","N/A","n/e","4129","41","n/e","528"
"Italy (IT)","17.10.2015 10:00 - 17.10.2015 11:00 (CET/CEST)","318","n/e","n/e","0","3838","1384","N/A","n/e","n/e","679","316","82","5347","N/A","n/e","n/e","N/A","n/e","6007","40","n/e","548"
"Italy (IT)","17.10.2015 11:00 - 17.10.2015 12:00 (CET/CEST)","318","n/e","n/e","0","3930","1377","N/A","n/e","n/e","678","360","166","5104","N/A","n/e","n/e","N/A","n/e","6526","40","n/e","610"
"Italy (IT)","17.10.2015 12:00 - 17.10.2015 13:00 (CET/CEST)","313","n/e","n/e","0","3877","1236","N/A","n/e","n/e","679","210","202","4551","N/A","n/e","n/e","N/A","n/e","6961","40","n/e","622"
"Italy (IT)","17.10.2015 13:00 - 17.10.2015 14:00 (CET/CEST)","318","n/e","n/e","0","3511","935","N/A","n/e","n/e","679","298","244","4098","N/A","n/e","n/e","N/A","n/e","6810","41","n/e","751"
"Italy (IT)","17.10.2015 14:00 - 17.10.2015 15:00 (CET/CEST)","319","n/e","n/e","0","3494","890","N/A","n/e","n/e","679","20","244","4001","N/A","n/e","n/e","N/A","n/e","6283","42","n/e","838"
"Italy (IT)","17.10.2015 15:00 - 17.10.2015 16:00 (CET/CEST)","314","n/e","n/e","2","3651","771","N/A","n/e","n/e","679","0","229","3935","N/A","n/e","n/e","N/A","n/e","5042","43","n/e","858"
"Italy (IT)","17.10.2015 16:00 - 17.10.2015 17:00 (CET/CEST)","317","n/e","n/e","9","4123","877","N/A","n/e","n/e","680","70","160","4091","N/A","n/e","n/e","N/A","n/e","3359","43","n/e","769"
"Italy (IT)","17.10.2015 17:00 - 17.10.2015 18:00 (CET/CEST)","319","n/e","n/e","34","4741","1294","N/A","n/e","n/e","680","397","45","4775","N/A","n/e","n/e","N/A","n/e","990","44","n/e","482"
"Italy (IT)","17.10.2015 18:00 - 17.10.2015 19:00 (CET/CEST)","317","n/e","n/e","59","5565","1375","N/A","n/e","n/e","680","172","4","5422","N/A","n/e","n/e","N/A","n/e","13","43","n/e","460"
"Italy (IT)","17.10.2015 19:00 - 17.10.2015 20:00 (CET/CEST)","316","n/e","n/e","63","6259","1358","N/A","n/e","n/e","680","1050","","5768","N/A","n/e","n/e","N/A","n/e","0","40","n/e","495"
"Italy (IT)","17.10.2015 20:00 - 17.10.2015 21:00 (CET/CEST)","323","n/e","n/e","67","6216","1382","N/A","n/e","n/e","679","924","","5648","N/A","n/e","n/e","N/A","n/e","0","44","n/e","523"
"Italy (IT)","17.10.2015 21:00 - 17.10.2015 22:00 (CET/CEST)","320","n/e","n/e","96","5800","1347","N/A","n/e","n/e","679","538","","5060","N/A","n/e","n/e","N/A","n/e","0","43","n/e","461"
"Italy (IT)","17.10.2015 22:00 - 17.10.2015 23:00 (CET/CEST)","317","n/e","n/e","172","5112","1331","N/A","n/e","n/e","679","335","1","4847","N/A","n/e","n/e","N/A","n/e","0","44","n/e","521"
"Italy (IT)","17.10.2015 23:00 - 18.10.2015 00:00 (CET/CEST)","318","n/e","n/e","179","4802","1338","N/A","n/e","n/e","679","238","34","4288","N/A","n/e","n/e","N/A","n/e","0","42","n/e","658"
"Italy (IT)","18.10.2015 00:00 - 18.10.2015 01:00 (CET/CEST)","313","n/e","n/e","189","4374","1308","N/A","n/e","n/e","680","0","88","3866","N/A","n/e","n/e","N/A","n/e","0","44","n/e","696"
"Italy (IT)","18.10.2015 01:00 - 18.10.2015 02:00 (CET/CEST)","315","n/e","n/e","191","3419","1295","N/A","n/e","n/e","679","0","226","3716","N/A","n/e","n/e","N/A","n/e","0","46","n/e","630"
"Italy (IT)","18.10.2015 02:00 - 18.10.2015 03:00 (CET/CEST)","316","n/e","n/e","190","3398","1115","N/A","n/e","n/e","681","0","229","3368","N/A","n/e","n/e","N/A","n/e","0","42","n/e","563"
"Italy (IT)","18.10.2015 03:00 - 18.10.2015 04:00 (CET/CEST)","316","n/e","n/e","196","3266","924","N/A","n/e","n/e","680","0","654","3280","N/A","n/e","n/e","N/A","n/e","0","39","n/e","697"
"Italy (IT)","18.10.2015 04:00 - 18.10.2015 05:00 (CET/CEST)","318","n/e","n/e","202","3084","755","N/A","n/e","n/e","680","0","974","3258","N/A","n/e","n/e","N/A","n/e","0","42","n/e","813"
"Italy (IT)","18.10.2015 05:00 - 18.10.2015 06:00 (CET/CEST)","318","n/e","n/e","208","3216","766","N/A","n/e","n/e","680","0","1303","3244","N/A","n/e","n/e","N/A","n/e","0","41","n/e","693"
"Italy (IT)","18.10.2015 06:00 - 18.10.2015 07:00 (CET/CEST)","318","n/e","n/e","214","3405","1030","N/A","n/e","n/e","680","0","878","3285","N/A","n/e","n/e","N/A","n/e","0","39","n/e","678"
"Italy (IT)","18.10.2015 07:00 - 18.10.2015 08:00 (CET/CEST)","313","n/e","n/e","220","3317","1110","N/A","n/e","n/e","682","19","496","3322","N/A","n/e","n/e","N/A","n/e","86","41","n/e","711"
"Italy (IT)","18.10.2015 08:00 - 18.10.2015 09:00 (CET/CEST)","316","n/e","n/e","226","3278","1094","N/A","n/e","n/e","683","209","410","3661","N/A","n/e","n/e","N/A","n/e","1153","41","n/e","618"
"Italy (IT)","18.10.2015 09:00 - 18.10.2015 10:00 (CET/CEST)","314","n/e","n/e","229","3309","1292","N/A","n/e","n/e","682","163","466","3880","N/A","n/e","n/e","N/A","n/e","2510","43","n/e","419"
"Italy (IT)","18.10.2015 10:00 - 18.10.2015 11:00 (CET/CEST)","316","n/e","n/e","228","3191","1335","N/A","n/e","n/e","679","160","145","4286","N/A","n/e","n/e","N/A","n/e","3876","45","n/e","413"
"Italy (IT)","18.10.2015 11:00 - 18.10.2015 12:00 (CET/CEST)","319","n/e","n/e","226","3291","1368","N/A","n/e","n/e","678","736","163","4411","N/A","n/e","n/e","N/A","n/e","4752","41","n/e","477"
"Italy (IT)","18.10.2015 12:00 - 18.10.2015 13:00 (CET/CEST)","318","n/e","n/e","224","3492","1370","N/A","n/e","n/e","676","627","183","4116","N/A","n/e","n/e","N/A","n/e","4962","40","n/e","522"
"Italy (IT)","18.10.2015 13:00 - 18.10.2015 14:00 (CET/CEST)","319","n/e","n/e","226","3137","1366","N/A","n/e","n/e","676","299","242","4032","N/A","n/e","n/e","N/A","n/e","4579","44","n/e","565"
"Italy (IT)","18.10.2015 14:00 - 18.10.2015 15:00 (CET/CEST)","318","n/e","n/e","223","3039","1373","N/A","n/e","n/e","676","212","241","3721","N/A","n/e","n/e","N/A","n/e","4052","44","n/e","499"
"Italy (IT)","18.10.2015 15:00 - 18.10.2015 16:00 (CET/CEST)","319","n/e","n/e","223","3160","1387","N/A","n/e","n/e","676","214","304","3713","N/A","n/e","n/e","N/A","n/e","2807","42","n/e","530"
"Italy (IT)","18.10.2015 16:00 - 18.10.2015 17:00 (CET/CEST)","307","n/e","n/e","224","3500","1385","N/A","n/e","n/e","676","214","420","3966","N/A","n/e","n/e","N/A","n/e","1688","41","n/e","471"
"Italy (IT)","18.10.2015 17:00 - 18.10.2015 18:00 (CET/CEST)","301","n/e","n/e","224","3890","1363","N/A","n/e","n/e","676","215","274","4176","N/A","n/e","n/e","N/A","n/e","495","43","n/e","422"
"Italy (IT)","18.10.2015 18:00 - 18.10.2015 19:00 (CET/CEST)","300","n/e","n/e","226","4558","1376","N/A","n/e","n/e","676","574","143","4827","N/A","n/e","n/e","N/A","n/e","15","41","n/e","369"
"Italy (IT)","18.10.2015 19:00 - 18.10.2015 20:00 (CET/CEST)","297","n/e","n/e","228","5255","1346","N/A","n/e","n/e","676","1480","","5768","N/A","n/e","n/e","N/A","n/e","0","42","n/e","464"
"Italy (IT)","18.10.2015 20:00 - 18.10.2015 21:00 (CET/CEST)","297","n/e","n/e","229","5037","1378","N/A","n/e","n/e","677","771","","5574","N/A","n/e","n/e","N/A","n/e","0","41","n/e","444"
"Italy (IT)","18.10.2015 21:00 - 18.10.2015 22:00 (CET/CEST)","300","n/e","n/e","229","4692","1384","N/A","n/e","n/e","677","706","","4979","N/A","n/e","n/e","N/A","n/e","0","39","n/e","511"
"Italy (IT)","18.10.2015 22:00 - 18.10.2015 23:00 (CET/CEST)","300","n/e","n/e","229","4673","1369","N/A","n/e","n/e","677","490","","4642","N/A","n/e","n/e","N/A","n/e","0","37","n/e","697"
"Italy (IT)","18.10.2015 23:00 - 19.10.2015 00:00 (CET/CEST)","297","n/e","n/e","229","4162","1336","N/A","n/e","n/e","677","340","1","4270","N/A","n/e","n/e","N/A","n/e","0","37","n/e","844"
"Italy (IT)","19.10.2015 00:00 - 19.10.2015 01:00 (CET/CEST)","296","n/e","n/e","229","3895","1339","N/A","n/e","n/e","678","141","1","3479","N/A","n/e","n/e","N/A","n/e","0","31","n/e","1052"
"Italy (IT)","19.10.2015 01:00 - 19.10.2015 02:00 (CET/CEST)","298","n/e","n/e","231","3588","1265","N/A","n/e","n/e","677","15","531","2996","N/A","n/e","n/e","N/A","n/e","0","28","n/e","1128"
"Italy (IT)","19.10.2015 02:00 - 19.10.2015 03:00 (CET/CEST)","297","n/e","n/e","230","3498","1302","N/A","n/e","n/e","676","0","1120","2942","N/A","n/e","n/e","N/A","n/e","0","30","n/e","1225"
"Italy (IT)","19.10.2015 03:00 - 19.10.2015 04:00 (CET/CEST)","289","n/e","n/e","229","3526","1219","N/A","n/e","n/e","676","0","1511","2885","N/A","n/e","n/e","N/A","n/e","0","28","n/e","1267"
"Italy (IT)","19.10.2015 04:00 - 19.10.2015 05:00 (CET/CEST)","301","n/e","n/e","227","3659","1301","N/A","n/e","n/e","676","0","1572","2953","N/A","n/e","n/e","N/A","n/e","0","29","n/e","1354"
"Italy (IT)","19.10.2015 05:00 - 19.10.2015 06:00 (CET/CEST)","299","n/e","n/e","229","4256","1369","N/A","n/e","n/e","676","0","1515","3066","N/A","n/e","n/e","N/A","n/e","0","31","n/e","1519"
"Italy (IT)","19.10.2015 06:00 - 19.10.2015 07:00 (CET/CEST)","292","n/e","n/e","229","5560","1389","N/A","n/e","n/e","676","38","56","3976","N/A","n/e","n/e","N/A","n/e","0","32","n/e","1527"
"Italy (IT)","19.10.2015 07:00 - 19.10.2015 08:00 (CET/CEST)","291","n/e","n/e","229","6616","1376","N/A","n/e","n/e","676","657","1","4815","N/A","n/e","n/e","N/A","n/e","83","30","n/e","1677"
"Italy (IT)","19.10.2015 08:00 - 19.10.2015 09:00 (CET/CEST)","293","n/e","n/e","229","7737","1384","N/A","n/e","n/e","676","820","1","5433","N/A","n/e","n/e","N/A","n/e","992","25","n/e","1854"
"Italy (IT)","19.10.2015 09:00 - 19.10.2015 10:00 (CET/CEST)","282","n/e","n/e","229","8194","1387","N/A","n/e","n/e","667","835","","5433","N/A","n/e","n/e","N/A","n/e","2393","28","n/e","1872"
"Italy (IT)","19.10.2015 10:00 - 19.10.2015 11:00 (CET/CEST)","290","n/e","n/e","228","7757","1388","N/A","n/e","n/e","660","544","79","5225","N/A","n/e","n/e","N/A","n/e","3788","31","n/e","1754"
"Italy (IT)","19.10.2015 11:00 - 19.10.2015 12:00 (CET/CEST)","289","n/e","n/e","226","7099","1390","N/A","n/e","n/e","660","460","165","4677","N/A","n/e","n/e","N/A","n/e","5053","30","n/e","1762"
"Italy (IT)","19.10.2015 12:00 - 19.10.2015 13:00 (CET/CEST)","291","n/e","n/e","224","7059","1379","N/A","n/e","n/e","660","419","166","4008","N/A","n/e","n/e","N/A","n/e","5689","29","n/e","1839"
"Italy (IT)","19.10.2015 13:00 - 19.10.2015 14:00 (CET/CEST)","292","n/e","n/e","224","6644","1385","N/A","n/e","n/e","660","181","340","3837","N/A","n/e","n/e","N/A","n/e","6164","29","n/e","1634"
"Italy (IT)","19.10.2015 14:00 - 19.10.2015 15:00 (CET/CEST)","288","n/e","n/e","224","6562","1387","N/A","n/e","n/e","663","119","391","4042","N/A","n/e","n/e","N/A","n/e","5861","32","n/e","1699"
"Italy (IT)","19.10.2015 15:00 - 19.10.2015 16:00 (CET/CEST)","273","n/e","n/e","224","6854","1388","N/A","n/e","n/e","666","162","328","4227","N/A","n/e","n/e","N/A","n/e","4991","32","n/e","1538"
"Italy (IT)","19.10.2015 16:00 - 19.10.2015 17:00 (CET/CEST)","290","n/e","n/e","219","7310","1388","N/A","n/e","n/e","665","571","110","4695","N/A","n/e","n/e","N/A","n/e","3301","32","n/e","1325"
"Italy (IT)","19.10.2015 17:00 - 19.10.2015 18:00 (CET/CEST)","290","n/e","n/e","219","8018","1393","N/A","n/e","n/e","672","753","","5195","N/A","n/e","n/e","N/A","n/e","960","33","n/e","869"
"Italy (IT)","19.10.2015 18:00 - 19.10.2015 19:00 (CET/CEST)","290","n/e","n/e","221","8615","1246","N/A","n/e","n/e","676","860","","6058","N/A","n/e","n/e","N/A","n/e","16","33","n/e","631"
"Italy (IT)","19.10.2015 19:00 - 19.10.2015 20:00 (CET/CEST)","288","n/e","n/e","223","9261","1312","N/A","n/e","n/e","675","1563","","6196","N/A","n/e","n/e","N/A","n/e","0","31","n/e","581"
"Italy (IT)","19.10.2015 20:00 - 19.10.2015 21:00 (CET/CEST)","291","n/e","n/e","224","8885","1350","N/A","n/e","n/e","676","1067","","6024","N/A","n/e","n/e","N/A","n/e","0","30","n/e","600"
"Italy (IT)","19.10.2015 21:00 - 19.10.2015 22:00 (CET/CEST)","294","n/e","n/e","224","7553","1376","N/A","n/e","n/e","677","688","","5327","N/A","n/e","n/e","N/A","n/e","0","31","n/e","588"
"Italy (IT)","19.10.2015 22:00 - 19.10.2015 23:00 (CET/CEST)","296","n/e","n/e","224","6670","1386","N/A","n/e","n/e","678","478","54","4661","N/A","n/e","n/e","N/A","n/e","0","33","n/e","566"
"Italy (IT)","19.10.2015 23:00 - 20.10.2015 00:00 (CET/CEST)","295","n/e","n/e","224","5882","1379","N/A","n/e","n/e","678","296","110","4165","N/A","n/e","n/e","N/A","n/e","0","30","n/e","577"
"Italy (IT)","20.10.2015 00:00 - 20.10.2015 01:00 (CET/CEST)","293","n/e","n/e","224","5138","1380","N/A","n/e","n/e","678","172","163","3301","N/A","n/e","n/e","N/A","n/e","0","31","n/e","722"
"Italy (IT)","20.10.2015 01:00 - 20.10.2015 02:00 (CET/CEST)","292","n/e","n/e","225","4284","1382","N/A","n/e","n/e","678","158","516","3091","N/A","n/e","n/e","N/A","n/e","0","32","n/e","779"
"Italy (IT)","20.10.2015 02:00 - 20.10.2015 03:00 (CET/CEST)","289","n/e","n/e","224","4096","1363","N/A","n/e","n/e","678","0","696","3036","N/A","n/e","n/e","N/A","n/e","0","29","n/e","849"
