"Area","MTU","Biomass - Actual Aggregated [MW]","Energy storage - Actual Aggregated [MW]","Fossil Brown coal/Lignite - Actual Aggregated [MW]","Fossil Coal-derived gas - Actual Aggregated [MW]","Fossil Gas - Actual Aggregated [MW]","Fossil Hard coal - Actual Aggregated [MW]","Fossil Oil - Actual Aggregated [MW]","Fossil Oil shale - Actual Aggregated [MW]","Fossil Peat - Actual Aggregated [MW]","Geothermal - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Consumption [MW]","Hydro Run-of-river and poundage - Actual Aggregated [MW]","Hydro Water Reservoir - Actual Aggregated [MW]","Marine - Actual Aggregated [MW]","Nuclear - Actual Aggregated [MW]","Other - Actual Aggregated [MW]","Other renewable - Actual Aggregated [MW]","Solar - Actual Aggregated [MW]","Waste - Actual Aggregated [MW]","Wind Offshore - Actual Aggregated [MW]","Wind Onshore - Actual Aggregated [MW]"
"Italy (IT)","05.01.2015 22:00 - 05.01.2015 23:00 (CET/CEST)","308","n/e","n/e","N/A","4427","805","232","n/e","n/e","678","803","2","3203","492","n/e","n/e","10038","n/e","0","49","n/e","3336"
"Italy (IT)","05.01.2015 23:00 - 06.01.2015 00:00 (CET/CEST)","311","n/e","n/e","N/A","3882","790","232","n/e","n/e","680","266","2","2484","463","n/e","n/e","9501","n/e","0","49","n/e","3355"
"Italy (IT)","06.01.2015 00:00 - 06.01.2015 01:00 (CET/CEST)","307","n/e","n/e","N/A","3582","758","14","n/e","n/e","679","21","5","2006","213","n/e","n/e","9308","n/e","0","49","n/e","3144"
"Italy (IT)","06.01.2015 01:00 - 06.01.2015 02:00 (CET/CEST)","311","n/e","n/e","N/A","3075","618","1","n/e","n/e","677","0","5","1850","187","n/e","n/e","8447","n/e","0","47","n/e","3270"
"Italy (IT)","06.01.2015 02:00 - 06.01.2015 03:00 (CET/CEST)","314","n/e","n/e","N/A","3095","476","1","n/e","n/e","676","0","391","1584","167","n/e","n/e","7605","n/e","0","48","n/e","3551"
"Italy (IT)","06.01.2015 03:00 - 06.01.2015 04:00 (CET/CEST)","313","n/e","n/e","N/A","3082","467","1","n/e","n/e","676","0","914","1553","166","n/e","n/e","7401","n/e","0","47","n/e","3744"
"Italy (IT)","06.01.2015 04:00 - 06.01.2015 05:00 (CET/CEST)","317","n/e","n/e","N/A","3021","473","1","n/e","n/e","676","0","1129","1512","169","n/e","n/e","7405","n/e","0","49","n/e","3756"
"Italy (IT)","06.01.2015 05:00 - 06.01.2015 06:00 (CET/CEST)","317","n/e","n/e","N/A","3280","550","1","n/e","n/e","676","0","1032","1506","186","n/e","n/e","7737","n/e","0","48","n/e","3800"
"Italy (IT)","06.01.2015 06:00 - 06.01.2015 07:00 (CET/CEST)","308","n/e","n/e","N/A","3617","736","8","n/e","n/e","676","0","728","1781","462","n/e","n/e","8877","n/e","0","49","n/e","3466"
"Italy (IT)","06.01.2015 07:00 - 06.01.2015 08:00 (CET/CEST)","301","n/e","n/e","N/A","3527","811","46","n/e","n/e","675","20","6","1949","398","n/e","n/e","9688","n/e","24","49","n/e","3285"
"Italy (IT)","06.01.2015 08:00 - 06.01.2015 09:00 (CET/CEST)","300","n/e","n/e","N/A","3862","813","71","n/e","n/e","675","22","45","2652","578","n/e","n/e","9928","n/e","710","48","n/e","3153"
"Italy (IT)","06.01.2015 09:00 - 06.01.2015 10:00 (CET/CEST)","303","n/e","n/e","N/A","4378","814","100","n/e","n/e","673","26","130","2852","420","n/e","n/e","10040","n/e","2198","55","n/e","3103"
"Italy (IT)","06.01.2015 10:00 - 06.01.2015 11:00 (CET/CEST)","299","n/e","n/e","N/A","4367","812","219","n/e","n/e","673","23","2","2957","428","n/e","n/e","9800","n/e","4004","52","n/e","3039"
"Italy (IT)","06.01.2015 11:00 - 06.01.2015 12:00 (CET/CEST)","299","n/e","n/e","N/A","4245","811","316","n/e","n/e","671","23","19","2698","267","n/e","n/e","9516","n/e","5638","54","n/e","2979"
"Italy (IT)","06.01.2015 12:00 - 06.01.2015 13:00 (CET/CEST)","308","n/e","n/e","N/A","3899","808","367","n/e","n/e","667","22","146","2138","201","n/e","n/e","9180","n/e","5823","53","n/e","3031"
"Italy (IT)","06.01.2015 13:00 - 06.01.2015 14:00 (CET/CEST)","311","n/e","n/e","N/A","3296","750","379","n/e","n/e","668","22","146","1950","191","n/e","n/e","8884","n/e","5289","55","n/e","3086"
"Italy (IT)","06.01.2015 14:00 - 06.01.2015 15:00 (CET/CEST)","291","n/e","n/e","N/A","3416","596","390","n/e","n/e","669","111","146","1987","226","n/e","n/e","8392","n/e","3831","55","n/e","2981"
"Italy (IT)","06.01.2015 15:00 - 06.01.2015 16:00 (CET/CEST)","286","n/e","n/e","N/A","3938","656","389","n/e","n/e","674","113","13","2336","378","n/e","n/e","9514","n/e","1782","54","n/e","2576"
"Italy (IT)","06.01.2015 16:00 - 06.01.2015 17:00 (CET/CEST)","288","n/e","n/e","N/A","4674","805","389","n/e","n/e","674","167","2","3211","628","n/e","n/e","11121","n/e","251","52","n/e","2198"
"Italy (IT)","06.01.2015 17:00 - 06.01.2015 18:00 (CET/CEST)","289","n/e","n/e","N/A","4982","811","390","n/e","n/e","674","428","2","4799","1119","n/e","n/e","11788","n/e","0","52","n/e","1957"
"Italy (IT)","06.01.2015 18:00 - 06.01.2015 19:00 (CET/CEST)","292","n/e","n/e","N/A","5044","810","390","n/e","n/e","674","636","","4923","1251","n/e","n/e","12494","n/e","0","54","n/e","1652"
"Italy (IT)","06.01.2015 19:00 - 06.01.2015 20:00 (CET/CEST)","288","n/e","n/e","N/A","5038","807","390","n/e","n/e","674","750","","4699","1183","n/e","n/e","12401","n/e","0","52","n/e","1485"
"Italy (IT)","06.01.2015 20:00 - 06.01.2015 21:00 (CET/CEST)","288","n/e","n/e","N/A","4953","810","334","n/e","n/e","674","747","","4337","942","n/e","n/e","11976","n/e","0","54","n/e","1319"
"Italy (IT)","06.01.2015 21:00 - 06.01.2015 22:00 (CET/CEST)","287","n/e","n/e","N/A","4866","808","334","n/e","n/e","673","419","","3392","568","n/e","n/e","11560","n/e","0","55","n/e","1257"
"Italy (IT)","06.01.2015 22:00 - 06.01.2015 23:00 (CET/CEST)","288","n/e","n/e","N/A","4549","806","335","n/e","n/e","673","315","2","2649","415","n/e","n/e","10859","n/e","1","50","n/e","1275"
"Italy (IT)","06.01.2015 23:00 - 07.01.2015 00:00 (CET/CEST)","287","n/e","n/e","N/A","3944","796","285","n/e","n/e","673","165","3","2190","342","n/e","n/e","9855","n/e","0","52","n/e","1156"
"Italy (IT)","07.01.2015 00:00 - 07.01.2015 01:00 (CET/CEST)","317","n/e","n/e","N/A","3505","789","142","n/e","n/e","674","71","253","1858","304","n/e","n/e","9781","n/e","1","50","n/e","904"
"Italy (IT)","07.01.2015 01:00 - 07.01.2015 02:00 (CET/CEST)","315","n/e","n/e","N/A","3131","775","138","n/e","n/e","674","0","436","1734","180","n/e","n/e","9124","n/e","1","54","n/e","745"
"Italy (IT)","07.01.2015 02:00 - 07.01.2015 03:00 (CET/CEST)","317","n/e","n/e","N/A","3067","748","137","n/e","n/e","675","0","601","1644","177","n/e","n/e","8762","n/e","1","51","n/e","678"
"Italy (IT)","07.01.2015 03:00 - 07.01.2015 04:00 (CET/CEST)","316","n/e","n/e","N/A","3101","727","137","n/e","n/e","675","0","741","1536","176","n/e","n/e","8824","n/e","1","53","n/e","654"
"Italy (IT)","07.01.2015 04:00 - 07.01.2015 05:00 (CET/CEST)","317","n/e","n/e","N/A","3295","722","138","n/e","n/e","675","0","733","1517","178","n/e","n/e","9056","n/e","0","51","n/e","680"
"Italy (IT)","07.01.2015 05:00 - 07.01.2015 06:00 (CET/CEST)","317","n/e","n/e","N/A","3881","561","150","n/e","n/e","675","0","1714","1526","198","n/e","n/e","9983","n/e","0","52","n/e","615"
"Italy (IT)","07.01.2015 06:00 - 07.01.2015 07:00 (CET/CEST)","311","n/e","n/e","N/A","5216","610","214","n/e","n/e","675","0","564","1937","511","n/e","n/e","11756","n/e","0","53","n/e","510"
"Italy (IT)","07.01.2015 07:00 - 07.01.2015 08:00 (CET/CEST)","305","n/e","n/e","N/A","6942","785","236","n/e","n/e","675","427","2","3087","1009","n/e","n/e","13378","n/e","63","50","n/e","469"
"Italy (IT)","07.01.2015 08:00 - 07.01.2015 09:00 (CET/CEST)","308","n/e","n/e","N/A","7515","807","325","n/e","n/e","675","678","2","4673","1387","n/e","n/e","14190","n/e","988","49","n/e","367"
"Italy (IT)","07.01.2015 09:00 - 07.01.2015 10:00 (CET/CEST)","307","n/e","n/e","N/A","8066","810","418","n/e","n/e","674","491","83","5019","1400","n/e","n/e","14444","n/e","2683","49","n/e","284"
"Italy (IT)","07.01.2015 10:00 - 07.01.2015 11:00 (CET/CEST)","283","n/e","n/e","N/A","8018","805","431","n/e","n/e","673","25","169","4418","1346","n/e","n/e","14263","n/e","4059","51","n/e","307"
"Italy (IT)","07.01.2015 11:00 - 07.01.2015 12:00 (CET/CEST)","301","n/e","n/e","N/A","7731","806","426","n/e","n/e","674","0","19","3441","1191","n/e","n/e","14107","n/e","4763","52","n/e","304"
"Italy (IT)","07.01.2015 12:00 - 07.01.2015 13:00 (CET/CEST)","307","n/e","n/e","N/A","7134","807","491","n/e","n/e","674","29","8","2574","609","n/e","n/e","13641","n/e","4717","56","n/e","383"
"Italy (IT)","07.01.2015 13:00 - 07.01.2015 14:00 (CET/CEST)","305","n/e","n/e","N/A","7233","809","472","n/e","n/e","674","0","8","2462","462","n/e","n/e","13906","n/e","4260","52","n/e","445"
"Italy (IT)","07.01.2015 14:00 - 07.01.2015 15:00 (CET/CEST)","306","n/e","n/e","N/A","7765","809","470","n/e","n/e","674","103","8","3085","871","n/e","n/e","14980","n/e","3005","56","n/e","435"
"Italy (IT)","07.01.2015 15:00 - 07.01.2015 16:00 (CET/CEST)","308","n/e","n/e","N/A","8881","803","472","n/e","n/e","675","274","8","3755","1165","n/e","n/e","16081","n/e","1365","56","n/e","438"
"Italy (IT)","07.01.2015 16:00 - 07.01.2015 17:00 (CET/CEST)","307","n/e","n/e","N/A","9793","787","494","n/e","n/e","674","774","4","4956","1147","n/e","n/e","16595","n/e","178","56","n/e","344"
"Italy (IT)","07.01.2015 17:00 - 07.01.2015 18:00 (CET/CEST)","311","n/e","n/e","N/A","9988","786","578","n/e","n/e","675","1367","","5992","1470","n/e","n/e","17234","n/e","0","57","n/e","339"
"Italy (IT)","07.01.2015 18:00 - 07.01.2015 19:00 (CET/CEST)","315","n/e","n/e","N/A","9678","785","622","n/e","n/e","676","869","","5894","1255","n/e","n/e","17031","n/e","0","57","n/e","310"
"Italy (IT)","07.01.2015 19:00 - 07.01.2015 20:00 (CET/CEST)","312","n/e","n/e","N/A","9384","785","656","n/e","n/e","675","934","","5182","1017","n/e","n/e","16707","n/e","0","55","n/e","278"
"Italy (IT)","07.01.2015 20:00 - 07.01.2015 21:00 (CET/CEST)","310","n/e","n/e","N/A","9089","786","579","n/e","n/e","675","938","","4291","773","n/e","n/e","16136","n/e","0","51","n/e","271"
"Italy (IT)","07.01.2015 21:00 - 07.01.2015 22:00 (CET/CEST)","314","n/e","n/e","N/A","8030","784","594","n/e","n/e","677","817","","3532","546","n/e","n/e","14467","n/e","1","55","n/e","236"
"Italy (IT)","07.01.2015 22:00 - 07.01.2015 23:00 (CET/CEST)","317","n/e","n/e","N/A","6999","786","582","n/e","n/e","677","654","","2882","451","n/e","n/e","12452","n/e","1","57","n/e","238"
"Italy (IT)","07.01.2015 23:00 - 08.01.2015 00:00 (CET/CEST)","311","n/e","n/e","N/A","6027","784","441","n/e","n/e","676","199","3","2336","336","n/e","n/e","11584","n/e","1","57","n/e","224"
"Italy (IT)","08.01.2015 00:00 - 08.01.2015 01:00 (CET/CEST)","316","n/e","n/e","N/A","4925","785","194","n/e","n/e","675","37","2","1896","156","n/e","n/e","10615","n/e","1","56","n/e","207"
"Italy (IT)","08.01.2015 01:00 - 08.01.2015 02:00 (CET/CEST)","318","n/e","n/e","N/A","3980","783","143","n/e","n/e","677","24","96","1757","152","n/e","n/e","9910","n/e","1","56","n/e","184"
"Italy (IT)","08.01.2015 02:00 - 08.01.2015 03:00 (CET/CEST)","312","n/e","n/e","N/A","3968","741","139","n/e","n/e","677","0","312","1565","152","n/e","n/e","9332","n/e","1","54","n/e","162"
"Italy (IT)","08.01.2015 03:00 - 08.01.2015 04:00 (CET/CEST)","309","n/e","n/e","N/A","3982","757","145","n/e","n/e","677","0","312","1518","151","n/e","n/e","9149","n/e","1","56","n/e","165"
"Italy (IT)","08.01.2015 04:00 - 08.01.2015 05:00 (CET/CEST)","312","n/e","n/e","N/A","3993","783","137","n/e","n/e","677","0","311","1489","152","n/e","n/e","9514","n/e","1","54","n/e","167"
"Italy (IT)","08.01.2015 05:00 - 08.01.2015 06:00 (CET/CEST)","312","n/e","n/e","N/A","4624","780","137","n/e","n/e","677","4","192","1542","274","n/e","n/e","10530","n/e","0","56","n/e","130"
"Italy (IT)","08.01.2015 06:00 - 08.01.2015 07:00 (CET/CEST)","314","n/e","n/e","N/A","6584","788","150","n/e","n/e","676","600","403","2126","479","n/e","n/e","13044","n/e","0","55","n/e","126"
"Italy (IT)","08.01.2015 07:00 - 08.01.2015 08:00 (CET/CEST)","309","n/e","n/e","N/A","8863","789","245","n/e","n/e","676","797","113","3363","1148","n/e","n/e","14848","n/e","37","49","n/e","179"
"Italy (IT)","08.01.2015 08:00 - 08.01.2015 09:00 (CET/CEST)","306","n/e","n/e","N/A","9071","789","345","n/e","n/e","677","1376","","4921","1374","n/e","n/e","15201","n/e","674","50","n/e","213"
"Italy (IT)","08.01.2015 09:00 - 08.01.2015 10:00 (CET/CEST)","307","n/e","n/e","N/A","9071","790","394","n/e","n/e","673","1187","","5089","1384","n/e","n/e","15151","n/e","2314","54","n/e","211"
"Italy (IT)","08.01.2015 10:00 - 08.01.2015 11:00 (CET/CEST)","308","n/e","n/e","N/A","8028","788","386","n/e","n/e","674","1060","4","4626","1333","n/e","n/e","14774","n/e","3750","55","n/e","221"
"Italy (IT)","08.01.2015 11:00 - 08.01.2015 12:00 (CET/CEST)","306","n/e","n/e","N/A","7731","792","482","n/e","n/e","673","547","58","4024","1203","n/e","n/e","14555","n/e","4209","52","n/e","302"
"Italy (IT)","08.01.2015 12:00 - 08.01.2015 13:00 (CET/CEST)","304","n/e","n/e","N/A","7590","836","450","n/e","n/e","674","159","179","2798","612","n/e","n/e","14392","n/e","4385","53","n/e","398"
"Italy (IT)","08.01.2015 13:00 - 08.01.2015 14:00 (CET/CEST)","306","n/e","n/e","N/A","7632","862","461","n/e","n/e","675","114","193","2534","470","n/e","n/e","14510","n/e","4329","54","n/e","462"
"Italy (IT)","08.01.2015 14:00 - 08.01.2015 15:00 (CET/CEST)","290","n/e","n/e","N/A","8542","928","472","n/e","n/e","675","120","154","3000","715","n/e","n/e","15291","n/e","2952","53","n/e","463"
"Italy (IT)","08.01.2015 15:00 - 08.01.2015 16:00 (CET/CEST)","300","n/e","n/e","N/A","10071","975","487","n/e","n/e","676","392","133","3608","900","n/e","n/e","16016","n/e","1341","56","n/e","475"
"Italy (IT)","08.01.2015 16:00 - 08.01.2015 17:00 (CET/CEST)","306","n/e","n/e","N/A","10288","1030","516","n/e","n/e","677","873","","4796","1213","n/e","n/e","16837","n/e","195","57","n/e","527"
"Italy (IT)","08.01.2015 17:00 - 08.01.2015 18:00 (CET/CEST)","308","n/e","n/e","N/A","10747","1039","743","n/e","n/e","677","1015","","6005","1734","n/e","n/e","17315","n/e","0","54","n/e","594"
"Italy (IT)","08.01.2015 18:00 - 08.01.2015 19:00 (CET/CEST)","306","n/e","n/e","N/A","10464","1201","851","n/e","n/e","677","767","","5567","1602","n/e","n/e","17168","n/e","0","55","n/e","575"
"Italy (IT)","08.01.2015 19:00 - 08.01.2015 20:00 (CET/CEST)","308","n/e","n/e","N/A","10096","1298","845","n/e","n/e","678","716","","4796","1346","n/e","n/e","16846","n/e","0","55","n/e","645"
"Italy (IT)","08.01.2015 20:00 - 08.01.2015 21:00 (CET/CEST)","309","n/e","n/e","N/A","9313","1314","734","n/e","n/e","678","424","","4034","948","n/e","n/e","16331","n/e","0","56","n/e","818"
"Italy (IT)","08.01.2015 21:00 - 08.01.2015 22:00 (CET/CEST)","309","n/e","n/e","N/A","8107","1311","624","n/e","n/e","677","439","2","3423","675","n/e","n/e","14925","n/e","1","57","n/e","851"
"Italy (IT)","08.01.2015 22:00 - 08.01.2015 23:00 (CET/CEST)","308","n/e","n/e","N/A","6462","1312","490","n/e","n/e","677","146","2","2725","413","n/e","n/e","13324","n/e","1","58","n/e","926"
"Italy (IT)","08.01.2015 23:00 - 09.01.2015 00:00 (CET/CEST)","307","n/e","n/e","N/A","4911","1305","446","n/e","n/e","676","114","87","2143","305","n/e","n/e","12065","n/e","1","58","n/e","1106"
"Italy (IT)","09.01.2015 00:00 - 09.01.2015 01:00 (CET/CEST)","305","n/e","n/e","N/A","4004","1305","284","n/e","n/e","677","0","169","1812","134","n/e","n/e","10945","n/e","1","55","n/e","1272"
"Italy (IT)","09.01.2015 01:00 - 09.01.2015 02:00 (CET/CEST)","305","n/e","n/e","N/A","3128","1307","272","n/e","n/e","677","0","602","1728","109","n/e","n/e","10085","n/e","1","56","n/e","1537"
"Italy (IT)","09.01.2015 02:00 - 09.01.2015 03:00 (CET/CEST)","306","n/e","n/e","N/A","2723","1311","272","n/e","n/e","677","0","720","1536","106","n/e","n/e","9593","n/e","1","54","n/e","1607"
"Italy (IT)","09.01.2015 03:00 - 09.01.2015 04:00 (CET/CEST)","301","n/e","n/e","N/A","2766","1305","272","n/e","n/e","677","0","720","1440","89","n/e","n/e","9386","n/e","1","55","n/e","1648"
"Italy (IT)","09.01.2015 04:00 - 09.01.2015 05:00 (CET/CEST)","309","n/e","n/e","N/A","2880","1310","272","n/e","n/e","678","2","716","1426","91","n/e","n/e","9594","n/e","0","55","n/e","1592"
"Italy (IT)","09.01.2015 05:00 - 09.01.2015 06:00 (CET/CEST)","301","n/e","n/e","N/A","3696","1305","272","n/e","n/e","679","332","503","1570","155","n/e","n/e","10075","n/e","0","53","n/e","1625"
"Italy (IT)","09.01.2015 06:00 - 09.01.2015 07:00 (CET/CEST)","293","n/e","n/e","N/A","5918","1315","277","n/e","n/e","680","324","230","1977","382","n/e","n/e","12162","n/e","0","55","n/e","1479"
"Italy (IT)","09.01.2015 07:00 - 09.01.2015 08:00 (CET/CEST)","291","n/e","n/e","N/A","8421","1315","336","n/e","n/e","680","726","","2960","709","n/e","n/e","14047","n/e","39","53","n/e","1356"
"Italy (IT)","09.01.2015 08:00 - 09.01.2015 09:00 (CET/CEST)","294","n/e","n/e","N/A","9291","1309","490","n/e","n/e","681","600","","4755","1173","n/e","n/e","14835","n/e","652","50","n/e","1330"
"Italy (IT)","09.01.2015 09:00 - 09.01.2015 10:00 (CET/CEST)","294","n/e","n/e","N/A","9704","1307","590","n/e","n/e","675","291","","5239","1327","n/e","n/e","14937","n/e","1873","53","n/e","1086"
"Italy (IT)","09.01.2015 10:00 - 09.01.2015 11:00 (CET/CEST)","278","n/e","n/e","N/A","9380","1308","489","n/e","n/e","674","355","1","4886","994","n/e","n/e","14202","n/e","2959","52","n/e","1145"
"Italy (IT)","09.01.2015 11:00 - 09.01.2015 12:00 (CET/CEST)","286","n/e","n/e","N/A","8942","1300","411","n/e","n/e","676","293","6","3737","807","n/e","n/e","14241","n/e","3888","55","n/e","1300"
"Italy (IT)","09.01.2015 12:00 - 09.01.2015 13:00 (CET/CEST)","283","n/e","n/e","N/A","7687","1207","432","n/e","n/e","674","164","6","2722","405","n/e","n/e","13947","n/e","4255","55","n/e","1427"
"Italy (IT)","09.01.2015 13:00 - 09.01.2015 14:00 (CET/CEST)","287","n/e","n/e","N/A","7087","1288","437","n/e","n/e","674","127","6","2500","391","n/e","n/e","13977","n/e","4182","59","n/e","1620"
"Italy (IT)","09.01.2015 14:00 - 09.01.2015 15:00 (CET/CEST)","285","n/e","n/e","N/A","7929","1310","436","n/e","n/e","674","207","5","2735","551","n/e","n/e","14335","n/e","3051","54","n/e","1798"
"Italy (IT)","09.01.2015 15:00 - 09.01.2015 16:00 (CET/CEST)","288","n/e","n/e","N/A","8817","1310","449","n/e","n/e","673","497","5","3293","785","n/e","n/e","14756","n/e","1427","59","n/e","1868"
"Italy (IT)","09.01.2015 16:00 - 09.01.2015 17:00 (CET/CEST)","283","n/e","n/e","N/A","9362","1311","544","n/e","n/e","673","711","2","4238","838","n/e","n/e","15417","n/e","255","59","n/e","2144"
"Italy (IT)","09.01.2015 17:00 - 09.01.2015 18:00 (CET/CEST)","287","n/e","n/e","N/A","10049","1310","707","n/e","n/e","677","754","","4993","1237","n/e","n/e","16124","n/e","0","57","n/e","2542"
"Italy (IT)","09.01.2015 18:00 - 09.01.2015 19:00 (CET/CEST)","289","n/e","n/e","N/A","9788","1311","780","n/e","n/e","679","735","","4840","1195","n/e","n/e","15805","n/e","0","58","n/e","2889"
"Italy (IT)","09.01.2015 19:00 - 09.01.2015 20:00 (CET/CEST)","294","n/e","n/e","N/A","9169","1307","788","n/e","n/e","679","723","","4269","934","n/e","n/e","15164","n/e","0","58","n/e","3229"
"Italy (IT)","09.01.2015 20:00 - 09.01.2015 21:00 (CET/CEST)","294","n/e","n/e","N/A","7510","1308","700","n/e","n/e","680","718","","3791","579","n/e","n/e","14315","n/e","0","58","n/e","3874"
"Italy (IT)","09.01.2015 21:00 - 09.01.2015 22:00 (CET/CEST)","303","n/e","n/e","N/A","6031","1305","573","n/e","n/e","676","337","","3110","505","n/e","n/e","12844","n/e","1","58","n/e","4178"
"Italy (IT)","09.01.2015 22:00 - 09.01.2015 23:00 (CET/CEST)","312","n/e","n/e","N/A","4731","1309","361","n/e","n/e","677","329","42","2532","486","n/e","n/e","10818","n/e","1","57","n/e","4368"
"Italy (IT)","09.01.2015 23:00 - 10.01.2015 00:00 (CET/CEST)","314","n/e","n/e","N/A","3706","1209","325","n/e","n/e","676","134","86","2018","361","n/e","n/e","9888","n/e","1","56","n/e","4754"
"Italy (IT)","10.01.2015 00:00 - 10.01.2015 01:00 (CET/CEST)","315","n/e","n/e","N/A","2646","961","156","n/e","n/e","677","0","145","1555","79","n/e","n/e","8632","n/e","1","59","n/e","5077"
"Italy (IT)","10.01.2015 01:00 - 10.01.2015 02:00 (CET/CEST)","312","n/e","n/e","N/A","2371","752","145","n/e","n/e","677","0","362","1513","70","n/e","n/e","7386","n/e","1","57","n/e","4905"
"Italy (IT)","10.01.2015 02:00 - 10.01.2015 03:00 (CET/CEST)","311","n/e","n/e","N/A","2159","730","138","n/e","n/e","677","0","364","1390","69","n/e","n/e","6986","n/e","1","56","n/e","4800"
"Italy (IT)","10.01.2015 03:00 - 10.01.2015 04:00 (CET/CEST)","297","n/e","n/e","N/A","2106","727","137","n/e","n/e","678","0","705","1303","69","n/e","n/e","6846","n/e","1","53","n/e","4898"
"Italy (IT)","10.01.2015 04:00 - 10.01.2015 05:00 (CET/CEST)","300","n/e","n/e","N/A","2118","724","138","n/e","n/e","678","0","979","1294","72","n/e","n/e","6918","n/e","0","55","n/e","4784"
"Italy (IT)","10.01.2015 05:00 - 10.01.2015 06:00 (CET/CEST)","309","n/e","n/e","N/A","2254","728","140","n/e","n/e","676","0","843","1289","82","n/e","n/e","7388","n/e","0","57","n/e","4620"
"Italy (IT)","10.01.2015 06:00 - 10.01.2015 07:00 (CET/CEST)","309","n/e","n/e","N/A","2793","955","162","n/e","n/e","674","0","755","1463","245","n/e","n/e","8601","n/e","0","54","n/e","4672"
"Italy (IT)","10.01.2015 07:00 - 10.01.2015 08:00 (CET/CEST)","305","n/e","n/e","N/A","3107","1342","244","n/e","n/e","674","0","505","2465","465","n/e","n/e","9994","n/e","43","54","n/e","4684"
"Italy (IT)","10.01.2015 08:00 - 10.01.2015 09:00 (CET/CEST)","306","n/e","n/e","N/A","3205","1362","291","n/e","n/e","675","0","73","3185","502","n/e","n/e","10438","n/e","698","54","n/e","4626"
"Italy (IT)","10.01.2015 09:00 - 10.01.2015 10:00 (CET/CEST)","308","n/e","n/e","N/A","3361","1360","373","n/e","n/e","676","23","6","3371","663","n/e","n/e","10985","n/e","1972","55","n/e","4421"
"Italy (IT)","10.01.2015 10:00 - 10.01.2015 11:00 (CET/CEST)","309","n/e","n/e","N/A","3132","1359","391","n/e","n/e","676","23","6","2833","336","n/e","n/e","10584","n/e","3162","53","n/e","4339"
